Maturity,Interpolated Zero Rates
0.08,0.01
0.10816053511705685,0.01030682433500217
0.13632107023411372,0.010630311580368517
0.16448160535117057,0.010965301202660798
0.19264214046822742,0.011306632668440769
0.22080267558528427,0.011649145444270185
0.24896321070234112,0.011987678996710797
0.27712374581939797,0.012317072792324366
0.3052842809364548,0.012632166297672637
0.33344481605351173,0.012927798979317374
0.3616053511705686,0.013198810303820328
0.38976588628762543,0.013440039737743253
0.4179264214046823,0.013646326747647906
0.44608695652173913,0.013812510800096036
0.474247491638796,0.013933431361649406
0.5024080267558528,0.014003929535211717
0.5305685618729097,0.01402218733652065
0.5587290969899665,0.013996745093686869
0.5868896321070234,0.01393814460328333
0.6150501672240802,0.013856927661882987
0.6432107023411371,0.01376363606605879
0.6713712374581939,0.013668811612383694
0.6995317725752508,0.01358299609743065
0.7276923076923076,0.013516731317772614
0.7558528428093645,0.013480559069982538
0.7840133779264213,0.013485021150633379
0.8121739130434782,0.013540659356298085
0.840334448160535,0.013658015483549609
0.8684949832775919,0.01384763132896091
0.8966555183946487,0.014120048689104936
0.9248160535117056,0.01448580936055464
0.9529765886287624,0.014955455139882983
0.9811371237458193,0.015539527823662906
1.0092976588628761,0.01624840852664204
1.037458193979933,0.01708261390446756
1.0656187290969898,0.018027240755831456
1.093779264214047,0.019066044135367225
1.1219397993311038,0.02018277909770834
1.1501003344481606,0.02136120069748829
1.1782608695652175,0.022585063989340574
1.2064214046822743,0.023838124027898668
1.2345819397993312,0.025104135867796064
1.262742474916388,0.026366854563666255
1.2909030100334449,0.02761003517014272
1.3190635451505017,0.028817432741858946
1.3472240802675586,0.02997280233344843
1.3753846153846154,0.03105989899954465
1.4035451505016723,0.0320624777947811
1.4317056856187291,0.032964293773791266
1.459866220735786,0.03374910199120863
1.4880267558528428,0.03440065750166668
1.5161872909698997,0.034903607022718684
1.5443478260869565,0.0352573662231056
1.5725083612040134,0.035473497067560845
1.6006688963210702,0.03556392236000979
1.628829431438127,0.035540564904377826
1.656989966555184,0.035415347504590355
1.6851505016722408,0.03520019296457278
1.7133110367892976,0.03490702408825047
1.7414715719063545,0.03454776367954884
1.7696321070234113,0.03413433454239328
1.7977926421404682,0.03367865948070917
1.825953177257525,0.033192661298421924
1.854113712374582,0.03268826279945693
1.8822742474916387,0.032177386787739556
1.9104347826086956,0.03167195606719524
1.9385953177257524,0.03118389344174934
1.9667558528428093,0.03072512171532727
1.9949163879598661,0.03030756369185442
2.023076923076923,0.029941694021708716
2.0512374581939796,0.029627929445017024
2.0793979933110367,0.029362419237932497
2.1075585284280938,0.029141297195640622
2.1357190635451504,0.028960697113326873
2.1638795986622075,0.028816752786176743
2.192040133779264,0.0287055980093757
2.220200668896321,0.028623366578109224
2.248361204013378,0.028566192287562804
2.276521739130435,0.028530208932921908
2.3046822742474915,0.028511550309372025
2.3328428093645486,0.02850635021209863
2.361003344481605,0.028510742436287206
2.3891638795986623,0.02852086077712324
2.417324414715719,0.028532839029792197
2.445484949832776,0.028542810989479563
2.4736454849498326,0.028546910451370828
2.5018060200668897,0.028541271437372062
2.5299665551839463,0.028523062761963695
2.5581270903010034,0.02849287070970956
2.58628762541806,0.02845198607713626
2.614448160535117,0.028401699660770423
2.6426086956521737,0.028343302257138676
2.670769230769231,0.02827808466276762
2.6989297658862874,0.028207337674183885
2.7270903010033445,0.028132352087914085
2.755250836120401,0.028054418700484838
2.783411371237458,0.027974828308422767
2.811571906354515,0.027894871708254484
2.839732441471572,0.02781583969650661
2.8678929765886285,0.027739023069705767
2.8960535117056856,0.027665712624378575
2.924214046822742,0.027597199157051642
2.9523745819397993,0.02753477346425159
2.980535117056856,0.027479726342505045
3.008695652173913,0.02743333866961018
3.0368561872909696,0.02739617576565937
3.0650167224080267,0.02736761841238496
3.0931772575250833,0.027346936140266613
3.1213377926421404,0.027333398479783978
3.149498327759197,0.027326274961416715
3.177658862876254,0.027324835115644472
3.2058193979933107,0.027328348472946913
3.233979933110368,0.027336084563803688
3.2621404682274244,0.027347312918694456
3.2903010033444815,0.027361303068098863
3.318461538461538,0.027377324542496573
3.346622073578595,0.027394646872367243
3.374782608695652,0.02741253958819052
3.402943143812709,0.02743027222044606
3.4311036789297655,0.027447114299613523
3.4592642140468226,0.02746233535617256
3.4874247491638792,0.027475204920602826
3.5155852842809363,0.02748502181989841
3.543745819397993,0.027491615555395782
3.57190635451505,0.027495277189310822
3.6000668896321066,0.027496313173261174
3.6282274247491637,0.027495029958864492
3.6563879598662203,0.02749173399773841
3.6845484949832774,0.027486731741500587
3.7127090301003345,0.027480329641768657
3.740869565217391,0.027472834150160278
3.769030100334448,0.027464551718293085
3.797190635451505,0.027455788797784736
3.825351170568562,0.027446851840252865
3.8535117056856185,0.027438047297315128
3.8816722408026756,0.02742968162058916
3.909832775919732,0.02742206126169262
3.9379933110367893,0.027415492672243146
3.966153846153846,0.027410282303858387
3.994314381270903,0.02740673660815599
4.022474916387959,0.027405127619168215
4.050635451505016,0.02740547144569606
4.078795986622073,0.02740766887768795
4.10695652173913,0.027411620147881753
4.1351170568561875,0.02741722548901533
4.163277591973244,0.02742438513382654
4.191438127090301,0.027432999315053247
4.219598662207358,0.027442968265433312
4.247759197324415,0.027454192217704596
4.275919732441471,0.027466571404604966
4.304080267558528,0.027480006058872283
4.332240802675585,0.027494396413244405
4.360401337792642,0.0275096427004592
4.3885618729096985,0.02752564515325452
4.4167224080267555,0.027542304004368235
4.444882943143813,0.02755951948653821
4.47304347826087,0.027577191832502304
4.501204013377926,0.027595221276407154
4.529364548494983,0.027613528483894013
4.55752508361204,0.027632106026692225
4.585685618729097,0.027650962286880985
4.613846153846153,0.027670105646539468
4.64200668896321,0.027689544487746864
4.670167224080267,0.02770928719258235
4.6983277591973245,0.027729342143125106
4.726488294314381,0.02774971772145432
4.754648829431438,0.02777042230964917
4.782809364548495,0.02779146428978884
4.810969899665552,0.027812852043952514
4.839130434782608,0.027834593954219375
4.867290969899665,0.027856698402668603
4.895451505016722,0.027879173771379374
4.923612040133779,0.027902028442430886
4.9517725752508355,0.027925270797902305
4.9799331103678925,0.02794890921987282
5.00809364548495,0.027972952107248678
5.036254180602007,0.027997409303969493
5.064414715719063,0.02802229318820821
5.09257525083612,0.028047616394595506
5.120735785953177,0.028073391557762055
5.148896321070234,0.02809963131233853
5.17705685618729,0.028126348292955607
5.205217391304347,0.028153555134243967
5.233377926421404,0.028181264470834282
5.2615384615384615,0.02820948893735723
5.289698996655518,0.02823824116844348
5.317859531772575,0.028267533798723713
